allocated_tag,alpha_normalized_ast_sha256,behavior_hash,calls,conditional_count,direction_id,features,job_id,lineage_id,node_id,operators,parent_id,reported_tags,semantic_mode_verified,status,validation_gap,version
lookahead,5a6de72cf8ac99287ded0f822f52c931038f6dab3d2914e45778ef9fe6592f49,ca5e1b97f13449d4338a7ce29f0aaebabcf6c8ab957bc52ff1cd58e7b5cb1fe5,['max'],0,structure-8240ee1161d90855,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b12-s1,1,34,"['Add', 'Mult', 'Sub', 'USub']",31,"['lookahead', 'progress']",False,operational_signature_not_semantic_equivalence,0.03732546727009664,s1-posthoc-structure-v1
,3e82af19524a74c18e2cd9fc8fa6c95e418be19d600024d2634b7d0efacc90f4,6f43278f4a2c5760aa7e0cdfdf7534d603c9b28b888649bc08fb976d2ed390db,[],0,structure-559d2f825fd5956d,['distance'],minimax-relational_branch-b11-s0,0,0,['USub'],,['local_distance'],False,operational_signature_not_semantic_equivalence,0.12675750319452148,s1-posthoc-structure-v1
,d6cf0e76c57aefed067f78c4c2fe2c91ef906858dddb779d8617dc3f703bbc9c,8de7fd3657e39b7fca325371d26ec6cab76cb4515ab5f1afb90ce12d5c782bf6,[],0,structure-1b8374104cff9961,"['distance', 'return_distance']",minimax-relational_branch-b11-s0,1,1,"['Add', 'Mult', 'USub']",,"['local_distance', 'return_aware']",False,operational_signature_not_semantic_equivalence,0.06857209702880612,s1-posthoc-structure-v1
,1a84079db9a9cc4aaccc6bf97d249d0d1c14301d02a97a9aec81ef92528f8326,752f3824afd4aadae76b7580d5a7cde937ba7ef2c47466ac4eae1b9fc87e89f8,[],0,structure-89572e9a2eb7e160,"['distance', 'regret']",minimax-relational_branch-b11-s0,2,2,"['Add', 'Mult', 'USub']",,"['local_distance', 'regret']",False,operational_signature_not_semantic_equivalence,0.0883861275663334,s1-posthoc-structure-v1
local_distance,67d0785511e9d8a8359804a85a835a3178708ba9627778a39691ad138e36a6d5,787d332fa7491e1239cc30eebe572659ed93faa088850d4883d3ecbe8f529674,[],0,structure-346eb8be41faf3d3,"['distance', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,3,"['Add', 'Mult', 'USub']",1,"['local_distance', 'regret']",False,operational_signature_not_semantic_equivalence,0.05432714093595423,s1-posthoc-structure-v1
local_distance,84765b51d8eb7df80abef627e8264584c9261e5f47145558855ee56feaf6deb7,9c88a42e632310366aa4cc9a77034b5cc926d7dbe91471ada40787913b7b2b32,[],0,structure-48378c389ad979d4,"['cluster_density', 'distance', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,4,"['Add', 'Mult', 'USub']",3,"['local_distance', 'cluster']",False,operational_signature_not_semantic_equivalence,0.06685199064064386,s1-posthoc-structure-v1
regret,d3de82fa757f0ae3fa712d54be2c0645bf21f773f0a78bf59f42c7ff1a7a5397,49bae726aa491b871c2329002e3a17db3de177d6e7c0529ad9d1d73af655ea1a,[],0,structure-346eb8be41faf3d3,"['distance', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,5,"['Add', 'Mult', 'USub']",3,"['local_distance', 'regret']",False,operational_signature_not_semantic_equivalence,0.04940493087228441,s1-posthoc-structure-v1
regret,509423338858d6474574a1838bbad0afcedc3c502146a1b74cca06a1fcae9a2a,d819df1ee90c157484f84cf0fbb8fad6eca336d439ea6493880fedb9b5dfe4d4,[],0,structure-028dd26dc6689818,"['distance', 'nearest_remaining', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,6,"['Add', 'Mult', 'Sub', 'USub']",5,"['regret', 'lookahead']",False,operational_signature_not_semantic_equivalence,0.053601995171365296,s1-posthoc-structure-v1
lookahead,4b35e78526a974118e4107ba8dd833163bf9a5240941d78f145f134056703b8f,4ab61fd5788caccb3ab20a8b25eaca69dd3138f993aace8c29961057593ee24b,[],0,structure-48378c389ad979d4,"['cluster_density', 'distance', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,7,7,"['Add', 'Mult', 'USub']",,"['lookahead', 'cluster']",False,operational_signature_not_semantic_equivalence,0.07137734924824415,s1-posthoc-structure-v1
local_distance,1ddf84629d06b29d3050c7e248a7fb0f4f4b43cfa2dad0c69555a63dc3e67166,49bae726aa491b871c2329002e3a17db3de177d6e7c0529ad9d1d73af655ea1a,[],0,structure-755a78f529cd392f,"['distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,8,"['Add', 'Mult', 'Sub', 'USub']",3,"['lookahead', 'regret']",False,operational_signature_not_semantic_equivalence,0.04836883717558004,s1-posthoc-structure-v1
nonlinear,0eefe6e2093b7c96ead92c40c9e18ff851d1559ab433627bac410267186c3db6,0add33c612b50e38a8d72428f97d508f9be8e4fa2da1c2b9ea9a25396e31961d,[],0,structure-1bf149ab54437557,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,9,"['Add', 'Mult', 'Sub', 'USub']",3,"['nonlinear', 'regret']",False,operational_signature_not_semantic_equivalence,0.05033496923472081,s1-posthoc-structure-v1
local_distance,a88079252d913f310fdabe239eb8451b23a6011493da68069b6bcd74f5f16fbd,cb08c3359b591833d0096ae37c969aca32f2e013ad7a867ee41141658622d979,[],0,structure-1bf149ab54437557,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,10,"['Add', 'Mult', 'Sub', 'USub']",8,"['lookahead', 'cluster']",False,operational_signature_not_semantic_equivalence,0.049539022571101335,s1-posthoc-structure-v1
local_distance,cb76cdb5318081642a53603dec301acb351478e3905439404a99ef01566bbb60,e67bea012e2cf69f342351a6a0df4e9ca65001a6444bbb5a0be66da472bb2042,[],0,structure-1bf149ab54437557,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,11,"['Add', 'Mult', 'Sub', 'USub']",8,"['hybrid', 'cluster']",False,operational_signature_not_semantic_equivalence,0.05033496923472081,s1-posthoc-structure-v1
regret,c5397c7e9c1798587e12662b2fc715e9122d86d215fe737ca80a9f921e14ff21,49bae726aa491b871c2329002e3a17db3de177d6e7c0529ad9d1d73af655ea1a,[],0,structure-d5c8b1704d4be94e,"['distance', 'mean_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,12,"['Add', 'Mult', 'Sub', 'USub']",5,"['regret', 'lookahead']",False,operational_signature_not_semantic_equivalence,0.052108562797461906,s1-posthoc-structure-v1
regret,7ac9a3f430bf9d4a12f6c6da360ffae8a8cee5882fed86cd60024a8765b8cdb3,49bae726aa491b871c2329002e3a17db3de177d6e7c0529ad9d1d73af655ea1a,[],0,structure-755a78f529cd392f,"['distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,13,"['Add', 'Mult', 'Sub', 'USub']",8,"['regret', 'progress']",False,operational_signature_not_semantic_equivalence,0.04706321033038357,s1-posthoc-structure-v1
regret,e6cf7dfa44c645477174fdac70567fe2e0b9b689ac72399d3c9fd5008ff49300,d819df1ee90c157484f84cf0fbb8fad6eca336d439ea6493880fedb9b5dfe4d4,[],0,structure-1bf149ab54437557,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,14,"['Add', 'Mult', 'Sub', 'USub']",13,"['cluster', 'progress']",False,operational_signature_not_semantic_equivalence,0.04706321033038357,s1-posthoc-structure-v1
lookahead,6aeb25a2730370362720813f0a24ed4d72a3a88ff68ec871acd831b3dae8b4b0,ddab124e2a853429e7978233a82397052d106ea2d6808cbd3e078fae43bf8c4e,[],0,structure-1bf149ab54437557,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,15,"['Add', 'Mult', 'Sub', 'USub']",3,"['lookahead', 'cluster']",False,operational_signature_not_semantic_equivalence,0.06912185258577447,s1-posthoc-structure-v1
local_distance,f16e2f4733b8020524f2904cd940f35f02425226ae3b52e4e3c579a27d790815,8363ca48b90d0aa9b453b2ec92478b03cd33921d5fc7e28403d9f43a3fde1432,[],0,structure-1bf149ab54437557,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,16,"['Add', 'Mult', 'Sub', 'USub']",8,"['return_aware', 'progress']",False,operational_signature_not_semantic_equivalence,0.0469332990443421,s1-posthoc-structure-v1
nonlinear,22f4c37744220aec3fd68a2e9f7b6644e194aed14949efa982e8f85260762cea,0efb5534b493c859f5d3217e48787a98e92c3c6f5a6bddaeeedcc938983c6552,[],0,structure-86ad2352e6cf576d,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,1,17,"['Add', 'Mult', 'Sub', 'USub']",16,"['nonlinear', 'lookahead']",False,operational_signature_not_semantic_equivalence,0.06771848215021234,s1-posthoc-structure-v1
nonlinear,3eb7212ae5a9e026c2c4a9b6ad92591eac64adceb2af3435aa39637465c6f5b2,3e7f00ef0d78aac8eaab8f193b68b6d2fb0a7dbed441e54cc5d588c78254764f,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,18,"['Add', 'Mult', 'Sub', 'USub']",9,"['nonlinear', 'lookahead']",False,operational_signature_not_semantic_equivalence,0.04878406742449147,s1-posthoc-structure-v1
local_distance,69dd18a67c0e4304a1c374d9bee52570b18d495b4ea54ef3ca62a2daabd27576,f854d4dbd4051fc167a0b9af2eca99e420b29bd8deb96c96bad4942044a6d0c1,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,19,"['Add', 'Mult', 'Sub', 'USub']",3,"['nonlinear', 'lookahead']",False,operational_signature_not_semantic_equivalence,0.04877610503269776,s1-posthoc-structure-v1
nonlinear,2bd43ec8d5768cbc5afa30cefde653d9bfba3771d640d5b974674128023667af,f854d4dbd4051fc167a0b9af2eca99e420b29bd8deb96c96bad4942044a6d0c1,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,20,"['Add', 'Mult', 'Sub', 'USub']",9,"['lookahead', 'nonlinear']",False,operational_signature_not_semantic_equivalence,0.04438022530416898,s1-posthoc-structure-v1
regret,0be9c05d32d4aed6856f2aa20f3cda72741aa7fa1d31cb7ab8eeae56bf576ac3,f854d4dbd4051fc167a0b9af2eca99e420b29bd8deb96c96bad4942044a6d0c1,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,21,"['Add', 'Mult', 'Sub', 'USub']",17,"['regret', 'lookahead']",False,operational_signature_not_semantic_equivalence,0.04438022530416898,s1-posthoc-structure-v1
nonlinear,3e185ef5b9e4f60cf0bce6c068594d1f860c54d82f011282e2c5f71558755f63,f854d4dbd4051fc167a0b9af2eca99e420b29bd8deb96c96bad4942044a6d0c1,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,22,"['Add', 'Mult', 'Sub', 'USub']",20,"['lookahead', 'nonlinear']",False,operational_signature_not_semantic_equivalence,0.045755507849839415,s1-posthoc-structure-v1
lookahead,9754c24abc16843243ff1cef8242c36d4030e1f7957f74265a168e4d383223be,f854d4dbd4051fc167a0b9af2eca99e420b29bd8deb96c96bad4942044a6d0c1,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,23,"['Add', 'Mult', 'Sub', 'USub']",16,"['lookahead', 'cluster']",False,operational_signature_not_semantic_equivalence,0.04438022530416898,s1-posthoc-structure-v1
nonlinear,e98f71ba84fa04c972744381fefdcee25b18c6dc8422515b2c83585ac40ee871,27bf3e9b68ac3dca8466871c14c265524104f880b9f8fe82c7f36f8205555432,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,24,"['Add', 'Mult', 'Sub', 'USub']",20,"['return_aware', 'cluster']",False,operational_signature_not_semantic_equivalence,0.06227466658259121,s1-posthoc-structure-v1
nonlinear,376e1547ce087790ce39a33c93bbc3883e74ec3c6c7129185a856cf105ddeb3c,f854d4dbd4051fc167a0b9af2eca99e420b29bd8deb96c96bad4942044a6d0c1,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,25,"['Add', 'Mult', 'Sub', 'USub']",16,"['cluster', 'lookahead']",False,operational_signature_not_semantic_equivalence,0.04438022530416898,s1-posthoc-structure-v1
local_distance,2fb342fb467b117c1fe708ecc1cdac2021d75e3a57e8ede28e786286dfdf9077,f854d4dbd4051fc167a0b9af2eca99e420b29bd8deb96c96bad4942044a6d0c1,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,26,"['Add', 'Mult', 'Sub', 'USub']",19,"['lookahead', 'cluster']",False,operational_signature_not_semantic_equivalence,0.04707915895619098,s1-posthoc-structure-v1
local_distance,d87baf8713d6bafecd88994508c4c266d2e57e372b0312b17d1fc77809fb8914,0badd875ed83f005a7e7089b1be8adaeccda609441a0d129b8ee7e621b988e33,[],0,structure-1bf149ab54437557,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance']",minimax-relational_branch-b11-s0,27,27,"['Add', 'Mult', 'Sub', 'USub']",,"['hybrid', 'cluster']",False,operational_signature_not_semantic_equivalence,0.045203763254976784,s1-posthoc-structure-v1
local_distance,64e5b5bd64fcd7d0d45a568df89c655a490444dae28d8e4bd7c2f4d1f38138d5,0badd875ed83f005a7e7089b1be8adaeccda609441a0d129b8ee7e621b988e33,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,28,"['Add', 'Mult', 'Sub', 'USub']",19,"['hybrid', 'cluster']",False,operational_signature_not_semantic_equivalence,0.03807633977004531,s1-posthoc-structure-v1
regret,60a937c01825210044fea9ea30e98181c0b9887fe82b0c03494bfb4412e2424f,0badd875ed83f005a7e7089b1be8adaeccda609441a0d129b8ee7e621b988e33,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,7,29,"['Add', 'Mult', 'Sub', 'USub']",7,"['hybrid', 'nonlinear']",False,operational_signature_not_semantic_equivalence,0.04199733748896487,s1-posthoc-structure-v1
local_distance,00f38860ad9f336b4b012313eae4fc765e7773185d8f169b4c75dd1834eff89e,71f774f90221d414a8360369e6688c5e9c2dab9b73de86a45d96805e32e53724,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,30,"['Add', 'Mult', 'Sub', 'USub']",28,"['hybrid', 'cluster']",False,operational_signature_not_semantic_equivalence,0.04661422771584688,s1-posthoc-structure-v1
lookahead,306b8a2adf30e8d9d2bf8355cde3ff366a7aabd9b31a2d2d8bf296b74324f219,47e2e7ff7401714c403b77cd1b1190504e5b4292c0bbc53f3bb7f349f48ab22d,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,31,"['Add', 'Mult', 'Sub', 'USub']",28,"['lookahead', 'hybrid']",False,operational_signature_not_semantic_equivalence,0.05555364806689505,s1-posthoc-structure-v1
local_distance,ef29d20c98e70a19d1cf52f19f80010a7b8461986e2fc6d44eaf35c779ef472f,0badd875ed83f005a7e7089b1be8adaeccda609441a0d129b8ee7e621b988e33,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,32,"['Add', 'Mult', 'Sub', 'USub']",28,"['hybrid', 'cluster']",False,operational_signature_not_semantic_equivalence,0.03807633977004531,s1-posthoc-structure-v1
nonlinear,7179837bf83579fa0cd6f1208076f02b6baa76436e08f9485e8f9820c0c50297,2f35772ebb18530c9c6092b47863941ccd2f7246aa5529489a86bf63a05d3921,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,33,"['Add', 'Mult', 'Sub', 'USub']",24,"['nonlinear', 'cluster']",False,operational_signature_not_semantic_equivalence,0.03770848007237039,s1-posthoc-structure-v1
nonlinear,074ce8827fa32d8b9c4543e470d08e021a8b4eb9dfc6cbf33411391c7a879d17,2f35772ebb18530c9c6092b47863941ccd2f7246aa5529489a86bf63a05d3921,[],0,structure-a59e0499cc2f738b,"['cluster_density', 'distance', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-relational_branch-b11-s0,1,34,"['Add', 'Mult', 'Sub', 'USub']",33,"['nonlinear', 'regret']",False,operational_signature_not_semantic_equivalence,0.03770848007237039,s1-posthoc-structure-v1
,3e82af19524a74c18e2cd9fc8fa6c95e418be19d600024d2634b7d0efacc90f4,2bcd487c75e227f364d5840e1f7cd8eaa6b1024fa3be6a1c086dea1509ee5fc3,[],0,structure-559d2f825fd5956d,['distance'],minimax-niche_fixed_dev-b13-s1,0,0,['USub'],,['local_distance'],False,operational_signature_not_semantic_equivalence,0.1404546699895042,s1-posthoc-structure-v1
,d6cf0e76c57aefed067f78c4c2fe2c91ef906858dddb779d8617dc3f703bbc9c,183251f7dc9c33a7edbff518a093a0eda49eade097cc0444a4aebe66fe6409e5,[],0,structure-1b8374104cff9961,"['distance', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,1,"['Add', 'Mult', 'USub']",,"['local_distance', 'return_aware']",False,operational_signature_not_semantic_equivalence,0.07654095967760978,s1-posthoc-structure-v1
,1a84079db9a9cc4aaccc6bf97d249d0d1c14301d02a97a9aec81ef92528f8326,edf711b34cdf34f046943cd10b6d9d7980f6df34d92afadfa8aa6af9b993446d,[],0,structure-89572e9a2eb7e160,"['distance', 'regret']",minimax-niche_fixed_dev-b13-s1,2,2,"['Add', 'Mult', 'USub']",,"['local_distance', 'regret']",False,operational_signature_not_semantic_equivalence,0.114102364867785,s1-posthoc-structure-v1
local_distance,b8e873db756180ebdaf5695ee566f7e166d6854f0acaae32de9317b01f9a5b4d,1134b689bade0a34ce2de7279f7731a3ad7de97089ff2b1dd43984919778dac0,[],0,structure-28caa84c8b95b41b,"['distance', 'progress', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,3,"['Add', 'Mult', 'Sub', 'USub']",1,"['local_distance', 'progress']",False,operational_signature_not_semantic_equivalence,0.08811669682210867,s1-posthoc-structure-v1
return_aware,ccd51312308be967a69ec0598202abbdaab5564baf5ec244ddca46b454d8639d,28d16fdf3a97afe567a1613415bfd0114836cf092e80a307ad753dec0eeb160b,[],0,structure-436b5c835e473507,"['cluster_density', 'distance', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,4,"['Add', 'Mult', 'USub']",1,"['return_aware', 'cluster']",False,operational_signature_not_semantic_equivalence,0.10970756617004684,s1-posthoc-structure-v1
regret,ec16307223f016ad6955178056597a558d920cc2f5fd951287e2bf45a5cb9c46,70eea82611f0e294e50ed4d00b5fd2c17b0cb1e2a21067df2b18ab26f0a72b93,[],0,structure-346eb8be41faf3d3,"['distance', 'regret', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,5,"['Add', 'Mult', 'USub']",4,"['return_aware', 'regret']",False,operational_signature_not_semantic_equivalence,0.07150314507983888,s1-posthoc-structure-v1
regret,e5f802f4db152dbe4f3a7647dd4857877709c3c3e9cc1b297796e9991897190c,713bed34855d2c4f609cd694f64c20d9ba1111d541a4e3457e760924386bdacc,[],0,structure-346eb8be41faf3d3,"['distance', 'regret', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,6,"['Add', 'Mult', 'USub']",5,"['return_aware', 'regret']",False,operational_signature_not_semantic_equivalence,0.07703981207453132,s1-posthoc-structure-v1
lookahead,ad9ecae965882eb1addb20e0b8e3ebdddd1c9b0fc549f3c950e86194fb1691fe,713bed34855d2c4f609cd694f64c20d9ba1111d541a4e3457e760924386bdacc,[],0,structure-028dd26dc6689818,"['distance', 'nearest_remaining', 'regret', 'return_distance']",minimax-niche_fixed_dev-b13-s1,7,7,"['Add', 'Mult', 'Sub', 'USub']",,"['lookahead', 'return_aware']",False,operational_signature_not_semantic_equivalence,0.07991530507606091,s1-posthoc-structure-v1
regret,c251fe82379fe64046048673ce25a8f2cef01a7872e765ce74a22ba44ef6abcd,3a59203fd27d5f127e67f7653a63d88d330ed0943b3502e2bd3d8b92d8d02561,[],0,structure-3b98b3d5890ca559,"['cluster_density', 'distance', 'regret', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,8,"['Add', 'Mult', 'Sub', 'USub']",5,"['regret', 'cluster']",False,operational_signature_not_semantic_equivalence,0.06788763504485353,s1-posthoc-structure-v1
nonlinear,483414452bc93d7499494d6e1dddd3d6a86303c56bd74dc373835af340042b2d,cf39997440e7794b39abc1397310f33fe7fa8db90c5effeef5a5a759d0ab2ec5,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-niche_fixed_dev-b13-s1,1,9,"['Add', 'Mult', 'Sub', 'USub']",3,"['progress', 'nonlinear']",False,operational_signature_not_semantic_equivalence,0.07826558425502758,s1-posthoc-structure-v1
regret,688aeb22815a5e23426396a4ee51348906b274f35dece768c944f8fee472da09,9850c5517a2ae8d162fd3d66615f75e09a2a8fa6567c4e7e407358e4a90be4da,[],0,structure-3b98b3d5890ca559,"['cluster_density', 'distance', 'regret', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,10,"['Add', 'Mult', 'Sub', 'USub']",8,"['regret', 'cluster']",False,operational_signature_not_semantic_equivalence,0.07477188013370704,s1-posthoc-structure-v1
local_distance,f7996956978abd6503f416697698a7fa31b45ed895e23569d364d4008177c338,03b429765063fb20ef7a12f70f9624f48587867cfed5d3faadf530cbc91c0d5f,[],0,structure-f27b2ff7257c8bb9,"['cluster_density', 'distance', 'progress', 'regret', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,11,"['Add', 'Mult', 'Sub', 'USub']",8,"['regret', 'cluster']",False,operational_signature_not_semantic_equivalence,0.07621400831422546,s1-posthoc-structure-v1
regret,506f2b58355bceb5b03b9f23274001e7314104096e64c3bff9382f5ca317edd9,3ae0b8015a2dc4de469648b25f23b2971875b59487e3a08fa1568da7857f9097,[],0,structure-f27b2ff7257c8bb9,"['cluster_density', 'distance', 'progress', 'regret', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,12,"['Add', 'Mult', 'Sub', 'USub']",8,"['return_aware', 'progress']",False,operational_signature_not_semantic_equivalence,0.05280491298477801,s1-posthoc-structure-v1
regret,25a3ad8f81a75234ddbc23de47c4fead52fc733d90b0b0039d8cf316264c0f52,3ae0b8015a2dc4de469648b25f23b2971875b59487e3a08fa1568da7857f9097,[],0,structure-f27b2ff7257c8bb9,"['cluster_density', 'distance', 'progress', 'regret', 'return_distance']",minimax-niche_fixed_dev-b13-s1,1,13,"['Add', 'Mult', 'Sub', 'USub']",5,"['return_aware', 'cluster']",False,operational_signature_not_semantic_equivalence,0.061195703038408586,s1-posthoc-structure-v1
nonlinear,64045b323cf9827362e8cb6d318ff0789112389be048c039d871226c01a42e37,e5ef78c2ea71b562ec7707de33d38564d970c117f4a5ac1ccba849e9fed0b73f,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-niche_fixed_dev-b13-s1,1,14,"['Add', 'Mult', 'Sub', 'USub']",9,"['progress', 'nonlinear']",False,operational_signature_not_semantic_equivalence,0.05711720922639301,s1-posthoc-structure-v1
lookahead,,,,,unknown,[],minimax-niche_fixed_dev-b13-s1,1,15,,12,['lookahead'],False,outside_bounded_grammar,,s1-posthoc-structure-v1
regret,73839036ade64738fe2c95e9865f3dd732d63130f0341f950371bd9015a2b170,e5ef78c2ea71b562ec7707de33d38564d970c117f4a5ac1ccba849e9fed0b73f,[],0,structure-704270c4dbfbecbf,"['cluster_density', 'distance', 'mean_remaining', 'nearest_remaining', 'progress', 'regret', 'return_distance', 'spread']",minimax-niche_fixed_dev-b13-s1,1,16,"['Add', 'Mult', 'Sub', 'USub']",12,['hybrid'],False,operational_signature_not_semantic_equivalence,0.05312511017154447,s1-posthoc-structure-v1
nonlinear,8cfb4c94ddd006038452917abc558c953429655ad60bdbfd5545abb85af6495a,3ae0b8015a2dc4de469648b25f23b2971875b59487e3a08fa1568da7857f9097,[],0,structure-c1ef28c242fd99c8,"['cluster_density', 'distance', 'progress', 'regret', 'return_distance', 'spread']",minimax-niche_fixed_dev-b13-s1,1,17,"['Add', 'Mult', 'Sub', 'USub']",12,"['hybrid', 'progress']",False,operational_signature_not_semantic_equivalence,0.052181688970157986,s1-posthoc-structure-v1
regret,5ecbfa9b2b28c7edfc7078c9af226cf28ad84c8748a3be046fee129806f5df09,3ae0b8015a2dc4de469648b25f23b2971875b59487e3a08fa1568da7857f9097,[],0,structure-c1ef28c242fd99c8,"['cluster_density', 'distance', 'progress', 'regret', 'return_distance', 'spread']",minimax-niche_fixed_dev-b13-s1,1,18,"['Add', 'Mult', 'Sub', 'USub']",12,"['progress', 'hybrid']",False,operational_signature_not_semantic_equivalence,0.052181688970157986,s1-posthoc-structure-v1
local_distance,4a5321a03ac9fba2b59b3e1f276204ac5d3309f43ab4915a11d9179332ded03d,9f08c4ad8aecd1b71fcb1ac3b3f8cb3bdbcc64c055d7e258c0536e17a31fe069,[],0,structure-c1ef28c242fd99c8,"['cluster_density', 'distance', 'progress', 'regret', 'return_distance', 'spread']",minimax-niche_fixed_dev-b13-s1,1,19,"['Add', 'Mult', 'Sub', 'USub']",6,"['hybrid', 'progress']",False,operational_signature_not_semantic_equivalence,0.05052708069665003,s1-posthoc-structure-v1
regret,3c7dddef6c5b16657151bc65ae043f3517460c71a551f21991a4bb979b119ab1,b9077c14bfcbde9c19fa63e167f6347004dcb017207b0c5b33a931b1e713f08e,[],0,structure-c1ef28c242fd99c8,"['cluster_density', 'distance', 'progress', 'regret', 'return_distance', 'spread']",minimax-niche_fixed_dev-b13-s1,1,20,"['Add', 'Mult', 'Sub', 'USub']",13,"['regret', 'hybrid']",False,operational_signature_not_semantic_equivalence,0.05112828757392694,s1-posthoc-structure-v1
