provider,model,task,regime,method,metric,metric_label,direction,n,mean,median,bootstrap_95_low,bootstrap_95_high,block_values
alibaba-token-plan-cn,qwen3.7-plus,tsp,tokens30000,relational_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.0021686061117280686,0.0020616833321077544,0.001813253332834898,0.00252395889062124,"{""0"": 0.002573022224371218, ""1"": 0.002706033336128005, ""2"": 0.0020616833321077544, ""3"": 0.0017925138882775274, ""4"": 0.00170977777775584}"
alibaba-token-plan-cn,qwen3.7-plus,tsp,tokens30000,relational_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.031728752336076235,0.03055638068127996,0.026162288089368473,0.03735813846899032,"{""0"": 0.03727592925630584, ""1"": 0.03055638068127996, ""2"": 0.027462997508603246, ""3"": 0.02266453237417796, ""4"": 0.04068392186001416}"
alibaba-token-plan-cn,qwen3.7-plus,tsp,tokens30000,relational_rr,parent_improvements,parent improvements,higher,5,0.8,0.0,0.0,2.0,"{""0"": 0.0, ""1"": 3.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,tsp,tokens30000,relational_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,1.2,1.0,0.6,1.8,"{""0"": 2.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,tsp,tokens30000,relational_rr,productive_collisions,productive behavior collisions,higher,5,1.0,1.0,0.4,1.6,"{""0"": 2.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,tsp,tokens30000,relational_rr,unproductive_collisions,unproductive behavior collisions,lower,5,0.8,1.0,0.2,1.4,"{""0"": 2.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,tsp,tokens30000,relational_rr,restarts,restarts,lower,5,4.6,5.0,4.2,5.0,"{""0"": 5.0, ""1"": 4.0, ""2"": 5.0, ""3"": 4.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,5.2,5.0,3.6,6.6,"{""0"": 5.0, ""1"": 7.0, ""2"": 2.0, ""3"": 5.0, ""4"": 7.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,5.4,6.0,3.6,6.8,"{""0"": 6.0, ""1"": 7.0, ""2"": 2.0, ""3"": 5.0, ""4"": 7.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,valid_fraction,valid generated fraction,higher,5,0.925,1.0,0.825,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 0.75, ""3"": 0.875, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,tokens_used,reported input plus output tokens,lower,5,24164.4,23776.0,22612.6,25815.4,"{""0"": 23776.0, ""1"": 23600.0, ""2"": 21508.0, ""3"": 27175.0, ""4"": 24763.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,parent_improvements,parent improvements,higher,5,1.4,1.0,1.0,1.8,"{""0"": 2.0, ""1"": 1.0, ""2"": 1.0, ""3"": 2.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.2,0.0,0.0,0.6,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,productive_collisions,productive behavior collisions,higher,5,0.8,1.0,0.4,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,unproductive_collisions,unproductive behavior collisions,lower,5,2.4,2.0,1.2,3.8,"{""0"": 3.0, ""1"": 1.0, ""2"": 5.0, ""3"": 2.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,niche,restarts,restarts,lower,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,4.4,5.0,3.0,5.8,"{""0"": 5.0, ""1"": 6.0, ""2"": 2.0, ""3"": 6.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,4.6,6.0,3.0,6.0,"{""0"": 6.0, ""1"": 6.0, ""2"": 2.0, ""3"": 6.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,valid_fraction,valid generated fraction,higher,5,0.925,0.875,0.875,0.975,"{""0"": 1.0, ""1"": 0.875, ""2"": 0.875, ""3"": 1.0, ""4"": 0.875}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,tokens_used,reported input plus output tokens,lower,5,31131.2,31519.0,30028.6,31940.2,"{""0"": 31011.0, ""1"": 29035.0, ""2"": 32091.0, ""3"": 32000.0, ""4"": 31519.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,parent_improvements,parent improvements,higher,5,0.6,1.0,0.2,1.0,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,productive_collisions,productive behavior collisions,higher,5,0.2,0.0,0.0,0.6,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,unproductive_collisions,unproductive behavior collisions,lower,5,3.8,4.0,2.2,5.2,"{""0"": 1.0, ""1"": 3.0, ""2"": 5.0, ""3"": 4.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational,restarts,restarts,lower,5,5.8,6.0,5.2,6.4,"{""0"": 5.0, ""1"": 6.0, ""2"": 7.0, ""3"": 5.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1103151672388775,0.10892689570996252,0.10545916129654795,0.11557298754900636,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11900922327686098, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.8,4.0,3.4,4.0,"{""0"": 4.0, ""1"": 3.0, ""2"": 4.0, ""3"": 4.0, ""4"": 4.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,4.0,4.0,3.4,4.6,"{""0"": 5.0, ""1"": 3.0, ""2"": 4.0, ""3"": 4.0, ""4"": 4.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,valid_fraction,valid generated fraction,higher,5,0.925,1.0,0.825,1.0,"{""0"": 1.0, ""1"": 0.75, ""2"": 1.0, ""3"": 0.875, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,tokens_used,reported input plus output tokens,lower,5,31769.4,31452.0,31158.2,32646.0,"{""0"": 33442.0, ""1"": 31452.0, ""2"": 31708.0, ""3"": 31368.0, ""4"": 30877.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,parent_improvements,parent improvements,higher,5,0.2,0.0,0.0,0.6,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,productive_collisions,productive behavior collisions,higher,5,0.2,0.0,0.0,0.6,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,unproductive_collisions,unproductive behavior collisions,lower,5,4.8,5.0,4.4,5.0,"{""0"": 5.0, ""1"": 5.0, ""2"": 5.0, ""3"": 4.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp,restarts,restarts,lower,5,6.0,6.0,5.4,6.6,"{""0"": 5.0, ""1"": 7.0, ""2"": 6.0, ""3"": 6.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.8,3.0,2.2,6.0,"{""0"": 8.0, ""1"": 3.0, ""2"": 2.0, ""3"": 2.0, ""4"": 4.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,4.0,3.0,2.2,6.6,"{""0"": 9.0, ""1"": 3.0, ""2"": 2.0, ""3"": 2.0, ""4"": 4.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,valid_fraction,valid generated fraction,higher,5,0.9,0.875,0.825,0.975,"{""0"": 0.875, ""1"": 1.0, ""2"": 0.875, ""3"": 1.0, ""4"": 0.75}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,tokens_used,reported input plus output tokens,lower,5,31406.2,31340.0,29878.6,32678.0,"{""0"": 28636.0, ""1"": 31340.0, ""2"": 33570.0, ""3"": 31071.0, ""4"": 32414.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,parent_improvements,parent improvements,higher,5,1.0,1.0,0.2,1.8,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,productive_collisions,productive behavior collisions,higher,5,0.6,0.0,0.0,1.4,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 2.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,unproductive_collisions,unproductive behavior collisions,lower,5,4.0,5.0,1.8,5.8,"{""0"": 0.0, ""1"": 5.0, ""2"": 6.0, ""3"": 6.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_qp_rr,restarts,restarts,lower,5,5.8,6.0,5.2,6.4,"{""0"": 5.0, ""1"": 7.0, ""2"": 6.0, ""3"": 6.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.4,3.0,2.4,4.8,"{""0"": 3.0, ""1"": 2.0, ""2"": 6.0, ""3"": 3.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,3.6,3.0,3.0,4.8,"{""0"": 3.0, ""1"": 3.0, ""2"": 6.0, ""3"": 3.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,valid_fraction,valid generated fraction,higher,5,0.875,0.875,0.775,0.975,"{""0"": 0.75, ""1"": 0.75, ""2"": 1.0, ""3"": 0.875, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,tokens_used,reported input plus output tokens,lower,5,31612.8,30870.0,30707.2,33160.2,"{""0"": 30701.0, ""1"": 34654.0, ""2"": 30870.0, ""3"": 30632.0, ""4"": 31207.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,parent_improvements,parent improvements,higher,5,0.6,1.0,0.2,1.0,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,productive_collisions,productive behavior collisions,higher,5,0.6,1.0,0.2,1.0,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,unproductive_collisions,unproductive behavior collisions,lower,5,4.2,4.0,3.0,5.2,"{""0"": 4.0, ""1"": 4.0, ""2"": 2.0, ""3"": 5.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,slots8,relational_rr,restarts,restarts,lower,5,6.4,7.0,5.6,7.0,"{""0"": 6.0, ""1"": 7.0, ""2"": 5.0, ""3"": 7.0, ""4"": 7.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.6,3.0,2.2,3.0,"{""0"": 3.0, ""1"": 3.0, ""2"": 2.0, ""3"": 3.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,3.0,3.0,2.2,3.8,"{""0"": 4.0, ""1"": 3.0, ""2"": 2.0, ""3"": 4.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,valid_fraction,valid generated fraction,higher,5,0.95,1.0,0.9,1.0,"{""0"": 0.875, ""1"": 0.875, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,tokens_used,reported input plus output tokens,lower,5,22741.2,22680.0,22134.0,23390.4,"{""0"": 22343.0, ""1"": 23832.0, ""2"": 21738.0, ""3"": 23113.0, ""4"": 22680.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,parent_improvements,parent improvements,higher,5,1.8,2.0,1.4,2.0,"{""0"": 1.0, ""1"": 2.0, ""2"": 2.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,productive_collisions,productive behavior collisions,higher,5,1.6,2.0,0.8,2.0,"{""0"": 0.0, ""1"": 2.0, ""2"": 2.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,unproductive_collisions,unproductive behavior collisions,lower,5,4.6,5.0,3.6,5.4,"{""0"": 5.0, ""1"": 3.0, ""2"": 5.0, ""3"": 4.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,niche,restarts,restarts,lower,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.2,3.0,2.2,4.2,"{""0"": 4.0, ""1"": 5.0, ""2"": 3.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,3.2,3.0,2.2,4.2,"{""0"": 4.0, ""1"": 5.0, ""2"": 3.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,valid_fraction,valid generated fraction,higher,5,0.9266666666666667,1.0,0.8466666666666667,1.0,"{""0"": 0.8333333333333334, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.8}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,tokens_used,reported input plus output tokens,lower,5,19504.6,18840.0,18448.8,20650.0,"{""0"": 20543.0, ""1"": 21438.0, ""2"": 18309.0, ""3"": 18840.0, ""4"": 18393.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,parent_improvements,parent improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.4,0.0,0.0,1.2,"{""0"": 0.0, ""1"": 2.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,productive_collisions,productive behavior collisions,higher,5,0.4,0.0,0.0,1.2,"{""0"": 0.0, ""1"": 2.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,unproductive_collisions,unproductive behavior collisions,lower,5,3.0,3.0,1.8,4.2,"{""0"": 2.0, ""1"": 1.0, ""2"": 4.0, ""3"": 5.0, ""4"": 3.0}"
