provider,model,task,regime,method,metric,metric_label,direction,n,mean,median,bootstrap_95_low,bootstrap_95_high,block_values
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,0.0027347259252588144,0.0,-0.0012614510777213192,0.008811868106986132,"{""0"": 0.0, ""1"": 0.014686446844976886, ""2"": 0.0, ""3"": -0.002647219084961891, ""4"": 0.0016344018662790769}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.0018976061126320728,0.0019035388896655706,0.0018007783355036128,0.0020019716680205113,"{""0"": 0.0020900444457462677, ""1"": 0.0019035388896655706, ""2"": 0.0019318333361297846, ""3"": 0.0017547222248847699, ""4"": 0.0018078916667339702}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.014527924806206493,0.014356841868391992,0.0028713683736783986,0.026248708284144696,"{""0"": 0.0, ""1"": 0.03648037962904149, ""2"": 0.0, ""3"": 0.021802402533598983, ""4"": 0.014356841868391992}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,parent_improvements,parent improvements,higher,5,1.0,1.0,0.2,1.8,"{""0"": 2.0, ""1"": 2.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,1.4,2.0,0.4,2.4,"{""0"": 3.0, ""1"": 2.0, ""2"": 0.0, ""3"": 0.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,productive_collisions,productive behavior collisions,higher,5,1.4,2.0,0.4,2.4,"{""0"": 2.0, ""1"": 3.0, ""2"": 0.0, ""3"": 0.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,unproductive_collisions,unproductive behavior collisions,lower,5,1.4,1.0,0.6,2.4,"{""0"": 2.0, ""1"": 1.0, ""2"": 3.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,restarts,restarts,lower,5,5.8,6.0,5.2,6.4,"{""0"": 6.0, ""1"": 5.0, ""2"": 7.0, ""3"": 5.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.0552454814933501,0.05206376641266345,0.051104858319039895,0.06049882832760829,"{""0"": 0.06409610803892883, ""1"": 0.058337270423890204, ""2"": 0.05206376641266345, ""3"": 0.049861715493903246, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.8,3.0,1.4,4.2,"{""0"": 1.0, ""1"": 3.0, ""2"": 1.0, ""3"": 5.0, ""4"": 4.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.8,3.0,1.4,4.2,"{""0"": 1.0, ""1"": 3.0, ""2"": 1.0, ""3"": 5.0, ""4"": 4.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,valid_fraction,valid generated fraction,higher,5,0.975,1.0,0.925,1.0,"{""0"": 0.875, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,tokens_used,reported input plus output tokens,lower,5,29987.2,29930.0,27631.6,32342.8,"{""0"": 27376.0, ""1"": 32648.0, ""2"": 33244.0, ""3"": 26738.0, ""4"": 29930.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.053755235119190184,0.05206376641266345,0.04653032127252009,0.06098014896586027,"{""0"": 0.06409610803892882, ""1"": 0.06232238116939014, ""2"": 0.05206376641266345, ""3"": 0.042503362426823496, ""4"": 0.04779055754814501}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,0.0014902463741599133,0.0,-0.0015940442981999732,0.005089660304563813,"{""0"": 0.0, ""1"": -0.003985110745499933, ""2"": 0.0, ""3"": 0.0073583530670797495, ""4"": 0.00407798954921975}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.002160928334342316,0.0017954083321253872,0.001757588333890049,0.0029354583349130636,"{""0"": 0.0018060972247945352, ""1"": 0.0017505861113830986, ""2"": 0.0037068694461292275, ""3"": 0.0017954083321253872, ""4"": 0.0017456805572793302}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.01312789122516744,0.013756268016348633,0.0027512536032697267,0.023504528847065154,"{""0"": 0.0, ""1"": 0.029620052043491652, ""2"": 0.0, ""3"": 0.02226313606599692, ""4"": 0.013756268016348633}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,parent_improvements,parent improvements,higher,5,0.4,0.0,0.0,0.8,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.6,1.0,0.2,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,productive_collisions,productive behavior collisions,higher,5,0.4,0.0,0.0,0.8,"{""0"": 1.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,unproductive_collisions,unproductive behavior collisions,lower,5,0.4,0.0,0.0,0.8,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_rr,restarts,restarts,lower,5,6.2,6.0,5.6,6.8,"{""0"": 7.0, ""1"": 6.0, ""2"": 7.0, ""3"": 5.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.04716958909168338,0.05186854709736476,0.03666080716982291,0.05644866113595344,"{""0"": 0.05240714875845718, ""1"": 0.030621346810096355, ""2"": 0.038170672259754554, ""3"": 0.06278023053274404, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,4.0,4.0,2.4,5.6,"{""0"": 7.0, ""1"": 5.0, ""2"": 4.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,4.6,6.0,2.8,6.4,"{""0"": 7.0, ""1"": 6.0, ""2"": 6.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,valid_fraction,valid generated fraction,higher,5,0.975,1.0,0.925,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 0.875, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,tokens_used,reported input plus output tokens,lower,5,22556.4,22663.0,21602.6,23510.2,"{""0"": 22663.0, ""1"": 23745.0, ""2"": 23699.0, ""3"": 21494.0, ""4"": 21181.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.05603252274659487,0.05888051139194306,0.04758905902730474,0.0634901711645868,"{""0"": 0.0687241520115735, ""1"": 0.05888051139194306, ""2"": 0.04037581497385612, ""3"": 0.05978424695933119, ""4"": 0.052397888396270485}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,-0.008862933654911493,-0.002205142714101563,-0.02032476765951243,0.0005456283669825368,"{""0"": -0.016317003253116323, ""1"": -0.028259164581846703, ""2"": -0.002205142714101563, ""3"": 0.0029959835734128457, ""4"": -0.0005293412989057222}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.0018925988878537383,0.0018151305557694286,0.0017569405544135305,0.002101448888424784,"{""0"": 0.0018295222220735417, ""1"": 0.0018126638864891396, ""2"": 0.001713349998074894, ""3"": 0.0022923277768616876, ""4"": 0.0018151305557694286}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.014517083185352744,0.010363434411881641,0.008409001009307016,0.021737366653441118,"{""0"": 0.02020831747086562, ""1"": 0.010363434411881641, ""2"": 0.009959879616270748, ""3"": 0.02617287872668974, ""4"": 0.005880905701055969}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,parent_improvements,parent improvements,higher,5,2.2,2.0,0.8,3.6,"{""0"": 4.0, ""1"": 4.0, ""2"": 2.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.8,1.0,0.2,1.4,"{""0"": 1.0, ""1"": 2.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,productive_collisions,productive behavior collisions,higher,5,1.0,1.0,0.2,2.0,"{""0"": 1.0, ""1"": 3.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,unproductive_collisions,unproductive behavior collisions,lower,5,1.4,0.0,0.0,3.8,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,niche,restarts,restarts,lower,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.06119247611566603,0.06126060245883437,0.053825045895778155,0.06976233983511561,"{""0"": 0.07798923407672351, ""1"": 0.06126060245883437, ""2"": 0.05206376641266345, ""3"": 0.06278023053274404, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.0,1.0,1.0,3.2,"{""0"": 3.0, ""1"": 4.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.0,1.0,1.0,3.2,"{""0"": 3.0, ""1"": 4.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,valid_fraction,valid generated fraction,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,tokens_used,reported input plus output tokens,lower,5,21823.8,21674.0,20942.0,22705.6,"{""0"": 20988.0, ""1"": 23076.0, ""2"": 22851.0, ""3"": 21674.0, ""4"": 20530.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.06054619854451855,0.057674013501132486,0.05470784323446556,0.06663356207187579,"{""0"": 0.06998968911764172, ""1"": 0.06713468876822087, ""2"": 0.057674013501132486, ""3"": 0.056064054238232894, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,0.00064627757114748,0.0,-0.004593733359142216,0.005886288501437176,"{""0"": 0.007999544959081797, ""1"": -0.005874086309386503, ""2"": -0.005610247088469036, ""3"": 0.006716176294511142, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.0020288566664223456,0.0018385749976409392,0.0017955838890177094,0.002399728334017305,"{""0"": 0.0018095944445425023, ""1"": 0.0018385749976409392, ""2"": 0.0027512638900791192, ""3"": 0.0017600777791813016, ""4"": 0.0019847722206678656}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.017777058892896307,0.02425692158439087,0.007045104305965171,0.027810823167738558,"{""0"": 0.029402851350264825, ""1"": 0.02425692158439087, ""2"": 0.007229775752939718, ""3"": 0.027995745776886134, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,parent_improvements,parent improvements,higher,5,0.2,0.0,0.0,0.6,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.4,0.0,0.0,0.8,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,productive_collisions,productive behavior collisions,higher,5,0.4,0.0,0.0,0.8,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,unproductive_collisions,unproductive behavior collisions,lower,5,0.8,0.0,0.0,1.6,"{""0"": 2.0, ""1"": 0.0, ""2"": 2.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational,restarts,restarts,lower,5,5.4,5.0,5.0,5.8,"{""0"": 6.0, ""1"": 5.0, ""2"": 6.0, ""3"": 5.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.06181031408894431,0.05895714589331033,0.05336435458267334,0.0708408691214987,"{""0"": 0.07798923407672351, ""1"": 0.06817287696465951, ""2"": 0.05206376641266345, ""3"": 0.05895714589331033, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.2,1.0,1.0,3.8,"{""0"": 1.0, ""1"": 5.0, ""2"": 1.0, ""3"": 3.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.2,1.0,1.0,3.8,"{""0"": 1.0, ""1"": 5.0, ""2"": 1.0, ""3"": 3.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,valid_fraction,valid generated fraction,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,tokens_used,reported input plus output tokens,lower,5,20323.2,19606.0,19500.4,21208.8,"{""0"": 21729.0, ""1"": 19524.0, ""2"": 21333.0, ""3"": 19606.0, ""4"": 19424.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.06216115141014276,0.05895714589331033,0.05336435458267334,0.07119170644269715,"{""0"": 0.07798923407672352, ""1"": 0.06992706357065173, ""2"": 0.05206376641266345, ""3"": 0.05895714589331033, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,-0.0003508373211984411,0.0,-0.0010525119635953234,0.0,"{""0"": 0.0, ""1"": -0.0017541866059922057, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.002028566111888116,0.0019147083318481843,0.0018373061113783884,0.002219826112397843,"{""0"": 0.0022906111132922685, ""1"": 0.002301600001778247, ""2"": 0.0018658333348058579, ""3"": 0.0017700777777160208, ""4"": 0.0019147083318481843}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.011012131083272416,0.0,0.0,0.023475115166162373,"{""0"": 0.0, ""1"": 0.031157460207224888, ""2"": 0.0, ""3"": 0.023903195209137196, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,parent_improvements,parent improvements,higher,5,0.4,0.0,0.0,0.8,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.6,0.0,0.0,1.4,"{""0"": 0.0, ""1"": 2.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,productive_collisions,productive behavior collisions,higher,5,0.4,0.0,0.0,1.2,"{""0"": 0.0, ""1"": 2.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,unproductive_collisions,unproductive behavior collisions,lower,5,0.6,0.0,0.0,1.4,"{""0"": 2.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp,restarts,restarts,lower,5,4.8,5.0,3.8,5.8,"{""0"": 6.0, ""1"": 3.0, ""2"": 6.0, ""3"": 4.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.06222999769095816,0.06126060245883437,0.053825045895778155,0.07079986141040773,"{""0"": 0.07798923407672351, ""1"": 0.06126060245883437, ""2"": 0.05206376641266345, ""3"": 0.06796783840920469, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.4,2.0,1.6,3.4,"{""0"": 2.0, ""1"": 3.0, ""2"": 2.0, ""3"": 4.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.4,2.0,1.6,3.4,"{""0"": 2.0, ""1"": 3.0, ""2"": 2.0, ""3"": 4.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,valid_fraction,valid generated fraction,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,tokens_used,reported input plus output tokens,lower,5,20522.2,20917.0,19966.6,21030.2,"{""0"": 21022.0, ""1"": 19617.0, ""2"": 21095.0, ""3"": 20917.0, ""4"": 19960.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.06285912782807057,0.06330647582914678,0.054377701352118876,0.07208958069967597,"{""0"": 0.08066364364226929, ""1"": 0.06330647582914678, ""2"": 0.05242246836835903, ""3"": 0.06603450420321298, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,-0.0006291301371124103,-0.00035870195569558116,-0.002013820413389941,0.000750825849532541,"{""0"": -0.0026744095655457656, ""1"": -0.0020458733703124093, ""2"": -0.00035870195569558116, ""3"": 0.0019333342059917047, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.0021781111110208765,0.0018248222218567713,0.0018069111101794988,0.0025505944446194916,"{""0"": 0.0017946722218766809, ""1"": 0.0018101944426436806, ""2"": 0.0018248222218567713, ""3"": 0.0027409555558632645, ""4"": 0.0027199111128639844}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.015656713579050373,0.019843084964845097,0.006419740911879875,0.024077995196856678,"{""0"": 0.008167037420687626, ""1"": 0.019843084964845097, ""2"": 0.023931667138711747, ""3"": 0.026341778371007395, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,parent_improvements,parent improvements,higher,5,0.4,0.0,0.0,0.8,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.8,1.0,0.2,1.4,"{""0"": 2.0, ""1"": 1.0, ""2"": 1.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,productive_collisions,productive behavior collisions,higher,5,0.6,1.0,0.2,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,unproductive_collisions,unproductive behavior collisions,lower,5,0.6,0.0,0.0,1.4,"{""0"": 2.0, ""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_qp_rr,restarts,restarts,lower,5,4.6,5.0,3.6,5.4,"{""0"": 6.0, ""1"": 3.0, ""2"": 5.0, ""3"": 4.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.06413661233207986,0.05888835255435846,0.05335059591488298,0.07492262874927674,"{""0"": 0.07798923407672351, ""1"": 0.05888835255435846, ""2"": 0.05206376641266345, ""3"": 0.07987316151928911, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,1.8,1.0,1.0,2.6,"{""0"": 1.0, ""1"": 3.0, ""2"": 1.0, ""3"": 3.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,1.8,1.0,1.0,2.6,"{""0"": 1.0, ""1"": 3.0, ""2"": 1.0, ""3"": 3.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_rr,valid_fraction,valid generated fraction,higher,5,0.9666666666666666,1.0,0.9,1.0,"{""0"": 1.0, ""1"": 0.8333333333333334, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_rr,tokens_used,reported input plus output tokens,lower,5,20275.8,21050.0,18965.2,21586.4,"{""0"": 18481.0, ""1"": 21175.0, ""2"": 18407.0, ""3"": 22266.0, ""4"": 21050.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,relational_rr,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
